,G_base,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11,G_12,G_13,G_14,G_15,G_16,G_17,G_18,G_19,G_20,G_21,G_22,G_23,G_24,G_25,G_26,G_27,G_28,G_29,G_30,G_31,G_32,G_33,G_34,G_35,G_36,G_37,G_38,G_39,G_40,G_41
G_19,94.0,23.0,104.0,160.0,110.0,190.0,266.0,203.0,36.0,230.0,107.0,77.0,41.0,35.0,393.0,218.0,180.0,269.0,269.0,0.0,53.0,78.0,75.0,74.0,53.0,253.0,59.0,318.0,170.0,160.0,99.0,291.0,51.0,16.0,13.0,151.0,181.0,22.0,374.0,70.0,43.0,1380.0
G_20,128.0,61.0,72.0,195.0,152.0,227.0,305.0,239.0,74.0,270.0,148.0,38.0,76.0,36.0,426.0,255.0,210.0,307.0,306.0,53.0,0.0,116.0,36.0,111.0,18.0,288.0,93.0,353.0,206.0,200.0,138.0,253.0,90.0,53.0,53.0,188.0,216.0,60.0,413.0,38.0,42.0,1340.0
G_21,40.0,79.0,165.0,97.0,57.0,131.0,212.0,143.0,53.0,175.0,54.0,135.0,56.0,101.0,330.0,154.0,116.0,211.0,212.0,78.0,116.0,0.0,132.0,24.0,111.0,197.0,35.0,255.0,113.0,102.0,47.0,352.0,40.0,78.0,79.0,91.0,122.0,78.0,312.0,134.0,108.0,1440.0
G_22,152.0,79.0,48.0,218.0,175.0,250.0,329.0,255.0,92.0,291.0,170.0,17.0,94.0,57.0,450.0,275.0,237.0,329.0,328.0,75.0,36.0,132.0,0.0,135.0,39.0,311.0,115.0,376.0,231.0,217.0,157.0,233.0,111.0,76.0,68.0,209.0,239.0,77.0,433.0,15.0,60.0,1320.0
G_23,32.0,76.0,167.0,97.0,54.0,127.0,208.0,137.0,58.0,170.0,57.0,138.0,57.0,93.0,333.0,161.0,119.0,210.0,209.0,74.0,111.0,24.0,135.0,0.0,117.0,194.0,42.0,253.0,115.0,109.0,38.0,351.0,36.0,70.0,74.0,96.0,121.0,78.0,311.0,136.0,99.0,1440.0
G_24,137.0,61.0,69.0,197.0,152.0,230.0,309.0,235.0,77.0,270.0,149.0,41.0,75.0,41.0,429.0,256.0,215.0,305.0,309.0,53.0,18.0,111.0,39.0,117.0,0.0,287.0,98.0,353.0,213.0,200.0,145.0,254.0,98.0,58.0,59.0,190.0,215.0,57.0,415.0,36.0,50.0,1340.0
G_25,173.0,252.0,332.0,116.0,154.0,74.0,42.0,77.0,234.0,35.0,150.0,315.0,227.0,268.0,151.0,63.0,99.0,34.0,38.0,253.0,288.0,197.0,311.0,194.0,287.0,0.0,217.0,73.0,103.0,116.0,179.0,531.0,210.0,252.0,251.0,114.0,92.0,246.0,136.0,312.0,276.0,1620.0
G_26,56.0,65.0,149.0,119.0,77.0,152.0,229.0,168.0,38.0,197.0,75.0,117.0,41.0,80.0,349.0,179.0,137.0,233.0,229.0,59.0,93.0,35.0,115.0,42.0,98.0,217.0,0.0,279.0,127.0,127.0,66.0,332.0,20.0,59.0,60.0,112.0,143.0,65.0,338.0,115.0,89.0,1420.0
G_27,235.0,313.0,394.0,171.0,217.0,135.0,64.0,134.0,294.0,98.0,213.0,377.0,287.0,332.0,97.0,116.0,156.0,58.0,64.0,318.0,353.0,255.0,376.0,253.0,353.0,73.0,279.0,0.0,161.0,177.0,239.0,595.0,275.0,315.0,315.0,176.0,151.0,309.0,76.0,376.0,337.0,1680.0
G_28,92.0,178.0,262.0,42.0,77.0,33.0,109.0,53.0,152.0,81.0,73.0,234.0,153.0,191.0,234.0,62.0,23.0,116.0,110.0,170.0,206.0,113.0,231.0,115.0,213.0,103.0,127.0,161.0,0.0,48.0,99.0,450.0,131.0,172.0,170.0,35.0,28.0,177.0,221.0,230.0,202.0,1540.0
G_29,86.0,157.0,233.0,29.0,62.0,64.0,142.0,62.0,139.0,102.0,56.0,222.0,134.0,180.0,253.0,82.0,49.0,137.0,142.0,160.0,200.0,102.0,217.0,109.0,200.0,116.0,127.0,177.0,48.0,0.0,85.0,435.0,118.0,163.0,159.0,21.0,43.0,152.0,233.0,221.0,184.0,1520.0
G_30,23.0,92.0,181.0,82.0,38.0,114.0,191.0,122.0,81.0,154.0,37.0,159.0,76.0,118.0,318.0,146.0,105.0,199.0,194.0,99.0,138.0,47.0,157.0,38.0,145.0,179.0,66.0,239.0,99.0,85.0,0.0,373.0,59.0,100.0,94.0,81.0,105.0,97.0,293.0,161.0,116.0,1460.0
G_31,369.0,293.0,217.0,437.0,389.0,470.0,549.0,474.0,311.0,512.0,390.0,230.0,310.0,269.0,668.0,497.0,458.0,552.0,548.0,291.0,253.0,352.0,233.0,351.0,254.0,531.0,332.0,595.0,450.0,435.0,373.0,0.0,331.0,292.0,290.0,429.0,457.0,289.0,654.0,230.0,266.0,1100.0
G_32,47.0,60.0,142.0,119.0,74.0,145.0,223.0,163.0,34.0,191.0,68.0,111.0,37.0,68.0,350.0,179.0,137.0,228.0,226.0,51.0,90.0,40.0,111.0,36.0,98.0,210.0,20.0,275.0,131.0,118.0,59.0,331.0,0.0,56.0,50.0,110.0,139.0,59.0,333.0,111.0,75.0,1420.0
G_33,93.0,20.0,109.0,155.0,111.0,190.0,269.0,197.0,39.0,232.0,114.0,75.0,38.0,38.0,391.0,217.0,177.0,272.0,269.0,16.0,53.0,78.0,76.0,70.0,58.0,252.0,59.0,315.0,172.0,163.0,100.0,292.0,56.0,0.0,15.0,151.0,181.0,20.0,373.0,78.0,44.0,1380.0
G_34,90.0,19.0,103.0,157.0,113.0,191.0,266.0,196.0,33.0,231.0,111.0,72.0,36.0,33.0,390.0,217.0,178.0,269.0,269.0,13.0,53.0,79.0,68.0,74.0,59.0,251.0,60.0,315.0,170.0,159.0,94.0,290.0,50.0,15.0,0.0,152.0,180.0,18.0,369.0,73.0,38.0,1380.0
G_35,72.0,153.0,235.0,17.0,54.0,49.0,127.0,64.0,129.0,92.0,50.0,212.0,127.0,175.0,250.0,75.0,39.0,130.0,126.0,151.0,188.0,91.0,209.0,96.0,190.0,114.0,112.0,176.0,35.0,21.0,81.0,429.0,110.0,151.0,152.0,0.0,43.0,151.0,232.0,211.0,179.0,1520.0
G_36,101.0,177.0,258.0,41.0,82.0,43.0,123.0,40.0,158.0,81.0,78.0,238.0,153.0,192.0,231.0,60.0,21.0,117.0,122.0,181.0,216.0,122.0,239.0,121.0,215.0,92.0,143.0,151.0,28.0,43.0,105.0,457.0,139.0,181.0,180.0,43.0,0.0,173.0,214.0,238.0,206.0,1540.0
G_37,99.0,12.0,95.0,154.0,115.0,191.0,272.0,187.0,39.0,228.0,112.0,80.0,31.0,39.0,386.0,213.0,175.0,266.0,269.0,22.0,60.0,78.0,77.0,78.0,57.0,246.0,65.0,309.0,177.0,152.0,97.0,289.0,59.0,20.0,18.0,151.0,173.0,0.0,369.0,80.0,38.0,1380.0
G_38,293.0,370.0,452.0,234.0,273.0,193.0,121.0,193.0,349.0,155.0,271.0,432.0,347.0,393.0,37.0,171.0,212.0,115.0,121.0,374.0,413.0,312.0,433.0,311.0,415.0,136.0,338.0,76.0,221.0,233.0,293.0,654.0,333.0,373.0,369.0,232.0,214.0,369.0,0.0,436.0,395.0,1740.0
G_39,151.0,84.0,47.0,220.0,173.0,251.0,328.0,261.0,96.0,292.0,171.0,18.0,98.0,53.0,453.0,277.0,239.0,332.0,330.0,70.0,38.0,134.0,15.0,136.0,36.0,312.0,115.0,376.0,230.0,221.0,161.0,230.0,111.0,78.0,73.0,211.0,238.0,80.0,436.0,0.0,61.0,1320.0
G_40,116.0,42.0,82.0,185.0,135.0,212.0,292.0,219.0,62.0,254.0,138.0,61.0,61.0,17.0,413.0,249.0,205.0,296.0,294.0,43.0,42.0,108.0,60.0,99.0,50.0,276.0,89.0,337.0,202.0,184.0,116.0,266.0,75.0,44.0,38.0,179.0,206.0,38.0,395.0,61.0,0.0,1360.0
G_41,1460.0,1380.0,1300.0,1520.0,1480.0,1560.0,1640.0,1560.0,1400.0,1600.0,1480.0,1320.0,1400.0,1360.0,1760.0,1580.0,1540.0,1640.0,1640.0,1380.0,1340.0,1440.0,1320.0,1440.0,1340.0,1620.0,1420.0,1680.0,1540.0,1520.0,1460.0,1100.0,1420.0,1380.0,1380.0,1520.0,1540.0,1380.0,1740.0,1320.0,1360.0,0.0
