,G_base,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11,G_12,G_13,G_14,G_15,G_16,G_17,G_18,G_19,G_20,G_21,G_22,G_23,G_24,G_25,G_26,G_27,G_28,G_29,G_30,G_31,G_32,G_33,G_34,G_35,G_36,G_37,G_38,G_39,G_40,G_41
G_19,52.0,247.0,98.0,311.0,226.0,132.0,120.0,178.0,77.0,169.0,257.0,230.0,74.0,82.0,49.0,92.0,77.0,80.0,38.0,0.0,130.0,119.0,81.0,112.0,135.0,52.0,130.0,41.0,91.0,95.0,254.0,81.0,18.0,54.0,78.0,132.0,140.0,116.0,44.0,64.0,91.0,1420.0
G_20,94.0,131.0,56.0,433.0,348.0,17.0,233.0,61.0,187.0,53.0,134.0,110.0,193.0,196.0,125.0,205.0,194.0,75.0,155.0,130.0,0.0,38.0,81.0,33.0,23.0,171.0,18.0,154.0,210.0,55.0,137.0,75.0,132.0,98.0,188.0,244.0,253.0,40.0,119.0,97.0,207.0,1540.0
G_21,76.0,154.0,33.0,414.0,328.0,39.0,219.0,79.0,171.0,75.0,151.0,135.0,174.0,182.0,114.0,188.0,176.0,57.0,133.0,119.0,38.0,0.0,59.0,15.0,36.0,157.0,41.0,141.0,196.0,46.0,158.0,63.0,112.0,80.0,181.0,234.0,240.0,12.0,106.0,89.0,192.0,1520.0
G_22,45.0,198.0,41.0,375.0,291.0,80.0,187.0,118.0,137.0,119.0,203.0,177.0,137.0,145.0,80.0,158.0,144.0,24.0,99.0,81.0,81.0,59.0,0.0,59.0,73.0,120.0,82.0,108.0,159.0,46.0,203.0,30.0,82.0,48.0,148.0,193.0,209.0,53.0,77.0,50.0,159.0,1480.0
G_23,72.0,153.0,36.0,411.0,326.0,35.0,211.0,80.0,168.0,68.0,153.0,128.0,171.0,173.0,107.0,187.0,170.0,56.0,135.0,112.0,33.0,15.0,59.0,0.0,36.0,147.0,34.0,130.0,192.0,35.0,157.0,59.0,108.0,76.0,172.0,228.0,233.0,15.0,101.0,78.0,187.0,1520.0
G_24,100.0,137.0,55.0,433.0,349.0,21.0,238.0,60.0,191.0,58.0,139.0,115.0,191.0,200.0,135.0,214.0,198.0,77.0,157.0,135.0,23.0,36.0,73.0,36.0,0.0,175.0,23.0,157.0,215.0,63.0,142.0,84.0,137.0,101.0,201.0,251.0,260.0,35.0,130.0,105.0,214.0,1540.0
G_25,90.0,290.0,138.0,273.0,190.0,171.0,78.0,220.0,35.0,207.0,296.0,269.0,34.0,38.0,83.0,51.0,35.0,116.0,38.0,52.0,171.0,157.0,120.0,147.0,175.0,0.0,167.0,39.0,55.0,130.0,297.0,114.0,54.0,91.0,38.0,97.0,97.0,156.0,78.0,100.0,57.0,1380.0
G_26,89.0,134.0,60.0,434.0,347.0,12.0,235.0,63.0,192.0,51.0,139.0,114.0,188.0,193.0,128.0,207.0,191.0,84.0,150.0,130.0,18.0,41.0,82.0,34.0,23.0,167.0,0.0,150.0,207.0,53.0,141.0,81.0,131.0,88.0,192.0,250.0,255.0,37.0,119.0,100.0,211.0,1540.0
G_27,77.0,274.0,121.0,295.0,218.0,150.0,95.0,203.0,59.0,190.0,272.0,248.0,61.0,58.0,66.0,75.0,55.0,101.0,27.0,41.0,154.0,141.0,108.0,130.0,157.0,39.0,150.0,0.0,79.0,111.0,277.0,99.0,34.0,78.0,56.0,117.0,112.0,138.0,59.0,74.0,78.0,1400.0
G_28,126.0,329.0,175.0,236.0,149.0,213.0,47.0,258.0,37.0,250.0,336.0,309.0,37.0,40.0,126.0,14.0,39.0,156.0,73.0,91.0,210.0,196.0,159.0,192.0,215.0,55.0,207.0,79.0,0.0,171.0,337.0,157.0,95.0,129.0,41.0,55.0,63.0,190.0,116.0,140.0,19.0,1340.0
G_29,54.0,174.0,23.0,390.0,309.0,54.0,192.0,102.0,151.0,92.0,181.0,152.0,156.0,154.0,82.0,169.0,151.0,43.0,115.0,95.0,55.0,46.0,46.0,35.0,63.0,130.0,53.0,111.0,171.0,0.0,183.0,39.0,91.0,55.0,149.0,211.0,213.0,42.0,77.0,56.0,173.0,1500.0
G_30,214.0,14.0,178.0,551.0,468.0,138.0,361.0,98.0,314.0,100.0,19.0,48.0,312.0,317.0,253.0,335.0,319.0,199.0,276.0,254.0,137.0,158.0,203.0,157.0,142.0,297.0,141.0,277.0,337.0,183.0,0.0,204.0,259.0,221.0,319.0,374.0,375.0,157.0,247.0,221.0,331.0,1660.0
G_31,43.0,195.0,46.0,380.0,297.0,79.0,172.0,125.0,137.0,119.0,198.0,174.0,136.0,140.0,68.0,154.0,139.0,23.0,101.0,81.0,75.0,63.0,30.0,59.0,84.0,114.0,81.0,99.0,157.0,39.0,204.0,0.0,74.0,43.0,137.0,193.0,199.0,61.0,56.0,42.0,156.0,1480.0
G_32,52.0,251.0,98.0,314.0,230.0,129.0,116.0,177.0,77.0,167.0,253.0,231.0,74.0,77.0,47.0,91.0,73.0,81.0,40.0,18.0,132.0,112.0,82.0,108.0,137.0,54.0,131.0,34.0,95.0,91.0,259.0,74.0,0.0,55.0,77.0,134.0,133.0,111.0,39.0,59.0,93.0,1420.0
G_33,12.0,213.0,61.0,354.0,266.0,93.0,157.0,142.0,119.0,131.0,219.0,195.0,114.0,119.0,51.0,132.0,112.0,48.0,75.0,54.0,98.0,80.0,48.0,76.0,101.0,91.0,88.0,78.0,129.0,55.0,221.0,43.0,55.0,0.0,119.0,177.0,177.0,78.0,43.0,30.0,138.0,1460.0
G_34,117.0,312.0,161.0,255.0,177.0,195.0,57.0,243.0,23.0,231.0,319.0,291.0,27.0,20.0,100.0,38.0,20.0,141.0,64.0,78.0,188.0,181.0,148.0,172.0,201.0,38.0,192.0,56.0,41.0,149.0,319.0,137.0,77.0,119.0,0.0,78.0,78.0,182.0,94.0,115.0,35.0,1360.0
G_35,176.0,366.0,214.0,199.0,118.0,248.0,42.0,291.0,71.0,292.0,374.0,347.0,76.0,84.0,166.0,54.0,80.0,190.0,116.0,132.0,244.0,234.0,193.0,228.0,251.0,97.0,250.0,117.0,55.0,211.0,374.0,193.0,134.0,177.0,78.0,0.0,24.0,230.0,160.0,175.0,53.0,1300.0
G_36,175.0,373.0,225.0,193.0,121.0,253.0,44.0,302.0,81.0,295.0,372.0,357.0,84.0,78.0,155.0,63.0,74.0,201.0,128.0,140.0,253.0,240.0,209.0,233.0,260.0,97.0,255.0,112.0,63.0,213.0,375.0,199.0,133.0,177.0,78.0,24.0,0.0,242.0,155.0,176.0,65.0,1300.0
G_37,72.0,150.0,35.0,414.0,327.0,36.0,220.0,75.0,169.0,72.0,157.0,134.0,170.0,177.0,117.0,189.0,179.0,56.0,133.0,116.0,40.0,12.0,53.0,15.0,35.0,156.0,37.0,138.0,190.0,42.0,157.0,61.0,111.0,78.0,182.0,230.0,242.0,0.0,106.0,85.0,188.0,1520.0
G_38,39.0,238.0,89.0,335.0,253.0,123.0,137.0,172.0,100.0,160.0,237.0,213.0,107.0,101.0,22.0,115.0,97.0,66.0,64.0,44.0,119.0,106.0,77.0,101.0,130.0,78.0,119.0,59.0,116.0,77.0,247.0,56.0,39.0,43.0,94.0,160.0,155.0,106.0,0.0,44.0,119.0,1440.0
G_39,26.0,218.0,69.0,354.0,278.0,100.0,156.0,140.0,118.0,137.0,223.0,196.0,121.0,116.0,45.0,139.0,116.0,44.0,86.0,64.0,97.0,89.0,50.0,78.0,105.0,100.0,100.0,74.0,140.0,56.0,221.0,42.0,59.0,30.0,115.0,175.0,176.0,85.0,44.0,0.0,138.0,1460.0
G_40,132.0,323.0,170.0,236.0,151.0,212.0,42.0,252.0,33.0,248.0,333.0,307.0,37.0,40.0,128.0,12.0,42.0,152.0,76.0,91.0,207.0,192.0,159.0,187.0,214.0,57.0,211.0,78.0,19.0,173.0,331.0,156.0,93.0,138.0,35.0,53.0,65.0,188.0,119.0,138.0,0.0,1340.0
G_41,1460.0,1660.0,1500.0,1120.0,1200.0,1540.0,1320.0,1580.0,1360.0,1580.0,1660.0,1640.0,1360.0,1360.0,1440.0,1340.0,1360.0,1480.0,1400.0,1420.0,1540.0,1520.0,1480.0,1520.0,1540.0,1380.0,1540.0,1400.0,1340.0,1500.0,1660.0,1480.0,1420.0,1460.0,1360.0,1300.0,1300.0,1520.0,1440.0,1460.0,1340.0,0.0
