,G_base,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11,G_12,G_13,G_14,G_15,G_16,G_17,G_18,G_19,G_20,G_21,G_22,G_23,G_24,G_25,G_26,G_27,G_28,G_29,G_30,G_31,G_32,G_33,G_34,G_35,G_36,G_37,G_38,G_39,G_40,G_41
G_12,30.0,36.0,96.0,43.0,43.0,92.0,63.0,132.0,159.0,75.0,368.0,82.0,0.0,45.0,33.0,208.0,32.0,133.0,171.0,155.0,194.0,81.0,171.0,215.0,19.0,208.0,169.0,148.0,57.0,174.0,22.0,97.0,204.0,67.0,41.0,125.0,130.0,122.0,176.0,133.0,62.0,1480.0
G_13,64.0,63.0,114.0,60.0,19.0,81.0,72.0,154.0,174.0,97.0,396.0,99.0,45.0,0.0,28.0,238.0,19.0,113.0,195.0,175.0,221.0,97.0,151.0,188.0,39.0,235.0,199.0,174.0,81.0,208.0,39.0,74.0,231.0,65.0,54.0,121.0,113.0,92.0,194.0,160.0,39.0,1500.0
G_14,47.0,52.0,112.0,57.0,21.0,69.0,79.0,145.0,179.0,95.0,388.0,98.0,33.0,28.0,0.0,225.0,11.0,116.0,187.0,170.0,209.0,95.0,149.0,192.0,32.0,228.0,186.0,168.0,72.0,189.0,40.0,74.0,226.0,52.0,57.0,105.0,109.0,99.0,190.0,145.0,38.0,1500.0
G_15,181.0,192.0,134.0,192.0,237.0,285.0,178.0,94.0,86.0,158.0,169.0,156.0,208.0,238.0,225.0,0.0,224.0,329.0,51.0,81.0,34.0,158.0,365.0,406.0,210.0,17.0,57.0,77.0,169.0,55.0,215.0,287.0,17.0,267.0,195.0,322.0,325.0,312.0,59.0,93.0,254.0,1280.0
G_16,47.0,49.0,104.0,49.0,15.0,65.0,71.0,144.0,173.0,90.0,385.0,91.0,32.0,19.0,11.0,224.0,0.0,109.0,187.0,164.0,210.0,93.0,145.0,186.0,26.0,225.0,185.0,166.0,68.0,190.0,30.0,66.0,225.0,51.0,48.0,106.0,103.0,92.0,186.0,144.0,33.0,1500.0
G_17,154.0,154.0,211.0,154.0,115.0,58.0,173.0,251.0,274.0,190.0,487.0,192.0,133.0,113.0,116.0,329.0,109.0,0.0,290.0,270.0,311.0,194.0,50.0,90.0,131.0,332.0,288.0,268.0,174.0,298.0,130.0,54.0,328.0,77.0,150.0,22.0,13.0,33.0,291.0,251.0,92.0,1600.0
G_18,147.0,155.0,91.0,153.0,193.0,246.0,134.0,50.0,41.0,115.0,208.0,114.0,171.0,195.0,187.0,51.0,187.0,290.0,0.0,38.0,33.0,111.0,326.0,368.0,169.0,53.0,19.0,35.0,129.0,16.0,174.0,248.0,52.0,230.0,152.0,285.0,289.0,268.0,16.0,55.0,214.0,1320.0
G_19,130.0,130.0,72.0,129.0,170.0,224.0,115.0,33.0,20.0,93.0,233.0,92.0,155.0,175.0,170.0,81.0,164.0,270.0,38.0,0.0,63.0,91.0,307.0,347.0,146.0,73.0,37.0,20.0,111.0,39.0,145.0,228.0,77.0,208.0,129.0,267.0,263.0,247.0,32.0,34.0,188.0,1340.0
G_20,167.0,175.0,117.0,179.0,217.0,270.0,157.0,79.0,67.0,137.0,188.0,142.0,194.0,221.0,209.0,34.0,210.0,311.0,33.0,63.0,0.0,139.0,347.0,389.0,193.0,34.0,37.0,59.0,156.0,34.0,197.0,271.0,37.0,251.0,178.0,308.0,309.0,296.0,41.0,77.0,233.0,1300.0
G_21,57.0,61.0,31.0,58.0,91.0,152.0,30.0,71.0,98.0,17.0,315.0,18.0,81.0,97.0,95.0,158.0,93.0,194.0,111.0,91.0,139.0,0.0,231.0,270.0,74.0,149.0,120.0,95.0,35.0,120.0,75.0,152.0,152.0,136.0,56.0,191.0,191.0,172.0,110.0,78.0,114.0,1420.0
G_22,188.0,187.0,245.0,189.0,148.0,91.0,207.0,284.0,310.0,226.0,526.0,229.0,171.0,151.0,149.0,365.0,145.0,50.0,326.0,307.0,347.0,231.0,0.0,48.0,167.0,365.0,326.0,305.0,208.0,334.0,166.0,89.0,366.0,114.0,187.0,54.0,49.0,69.0,329.0,286.0,127.0,1640.0
G_23,229.0,231.0,284.0,228.0,190.0,133.0,248.0,322.0,352.0,270.0,564.0,268.0,215.0,188.0,192.0,406.0,186.0,90.0,368.0,347.0,389.0,270.0,48.0,0.0,207.0,409.0,367.0,346.0,249.0,374.0,206.0,129.0,407.0,158.0,226.0,97.0,89.0,108.0,367.0,327.0,168.0,1680.0
G_24,34.0,32.0,89.0,30.0,38.0,89.0,54.0,128.0,157.0,73.0,370.0,74.0,19.0,39.0,32.0,210.0,26.0,131.0,169.0,146.0,193.0,74.0,167.0,207.0,0.0,211.0,167.0,147.0,52.0,172.0,14.0,89.0,207.0,75.0,33.0,130.0,124.0,113.0,165.0,124.0,51.0,1480.0
G_25,183.0,193.0,129.0,194.0,226.0,287.0,172.0,91.0,76.0,153.0,171.0,154.0,208.0,235.0,228.0,17.0,225.0,332.0,53.0,73.0,34.0,149.0,365.0,409.0,211.0,0.0,58.0,75.0,170.0,57.0,209.0,290.0,16.0,268.0,192.0,323.0,325.0,310.0,55.0,96.0,252.0,1280.0
G_26,148.0,148.0,94.0,152.0,195.0,247.0,139.0,56.0,49.0,113.0,211.0,118.0,169.0,199.0,186.0,57.0,185.0,288.0,19.0,37.0,37.0,120.0,326.0,367.0,167.0,58.0,0.0,33.0,136.0,18.0,175.0,250.0,53.0,229.0,152.0,287.0,284.0,273.0,21.0,50.0,210.0,1320.0
G_27,132.0,132.0,69.0,132.0,172.0,229.0,112.0,31.0,22.0,90.0,232.0,96.0,148.0,174.0,168.0,77.0,166.0,268.0,35.0,20.0,59.0,95.0,305.0,346.0,147.0,75.0,33.0,0.0,111.0,45.0,153.0,230.0,68.0,208.0,133.0,267.0,265.0,248.0,37.0,34.0,190.0,1340.0
G_28,33.0,39.0,49.0,34.0,74.0,128.0,16.0,87.0,117.0,37.0,331.0,35.0,57.0,81.0,72.0,169.0,68.0,174.0,129.0,111.0,156.0,35.0,208.0,249.0,52.0,170.0,136.0,111.0,0.0,137.0,52.0,130.0,170.0,113.0,34.0,168.0,169.0,150.0,129.0,90.0,93.0,1440.0
G_29,147.0,154.0,98.0,156.0,203.0,249.0,142.0,60.0,52.0,123.0,207.0,122.0,174.0,208.0,189.0,55.0,190.0,298.0,16.0,39.0,34.0,120.0,334.0,374.0,172.0,57.0,18.0,45.0,137.0,0.0,179.0,253.0,59.0,231.0,160.0,287.0,288.0,280.0,18.0,53.0,217.0,1320.0
G_30,36.0,39.0,88.0,35.0,32.0,94.0,52.0,129.0,156.0,75.0,371.0,67.0,22.0,39.0,40.0,215.0,30.0,130.0,174.0,145.0,197.0,75.0,166.0,206.0,14.0,209.0,175.0,153.0,52.0,179.0,0.0,91.0,212.0,79.0,31.0,134.0,127.0,108.0,170.0,132.0,50.0,1480.0
G_31,109.0,110.0,165.0,111.0,76.0,11.0,129.0,206.0,236.0,151.0,449.0,152.0,97.0,74.0,74.0,287.0,66.0,54.0,248.0,228.0,271.0,152.0,89.0,129.0,89.0,290.0,250.0,230.0,130.0,253.0,91.0,0.0,286.0,38.0,107.0,54.0,50.0,35.0,249.0,207.0,54.0,1560.0
G_32,187.0,191.0,130.0,192.0,234.0,287.0,171.0,91.0,80.0,147.0,173.0,156.0,204.0,231.0,226.0,17.0,225.0,328.0,52.0,77.0,37.0,152.0,366.0,407.0,207.0,16.0,53.0,68.0,170.0,59.0,212.0,286.0,0.0,264.0,193.0,322.0,323.0,311.0,58.0,92.0,248.0,1280.0
G_33,89.0,92.0,154.0,97.0,62.0,34.0,119.0,191.0,215.0,131.0,426.0,141.0,67.0,65.0,52.0,267.0,51.0,77.0,230.0,208.0,251.0,136.0,114.0,158.0,75.0,268.0,229.0,208.0,113.0,231.0,79.0,38.0,264.0,0.0,97.0,69.0,72.0,61.0,231.0,190.0,41.0,1540.0
G_34,17.0,20.0,67.0,14.0,53.0,110.0,33.0,107.0,138.0,54.0,349.0,56.0,41.0,54.0,57.0,195.0,48.0,150.0,152.0,129.0,178.0,56.0,187.0,226.0,33.0,192.0,152.0,133.0,34.0,160.0,31.0,107.0,193.0,97.0,0.0,153.0,147.0,125.0,151.0,113.0,75.0,1460.0
G_35,143.0,148.0,207.0,155.0,117.0,51.0,174.0,244.0,273.0,192.0,486.0,193.0,125.0,121.0,105.0,322.0,106.0,22.0,285.0,267.0,308.0,191.0,54.0,97.0,130.0,323.0,287.0,267.0,168.0,287.0,134.0,54.0,322.0,69.0,153.0,0.0,14.0,43.0,288.0,245.0,97.0,1600.0
G_36,146.0,146.0,205.0,147.0,113.0,50.0,168.0,246.0,273.0,190.0,487.0,193.0,130.0,113.0,109.0,325.0,103.0,13.0,289.0,263.0,309.0,191.0,49.0,89.0,124.0,325.0,284.0,265.0,169.0,288.0,127.0,50.0,323.0,72.0,147.0,14.0,0.0,35.0,286.0,243.0,87.0,1600.0
G_37,136.0,138.0,188.0,132.0,94.0,40.0,149.0,226.0,254.0,174.0,470.0,169.0,122.0,92.0,99.0,312.0,92.0,33.0,268.0,247.0,296.0,172.0,69.0,108.0,113.0,310.0,273.0,248.0,150.0,280.0,108.0,35.0,311.0,61.0,125.0,43.0,35.0,0.0,268.0,232.0,72.0,1580.0
G_38,151.0,150.0,89.0,149.0,189.0,247.0,130.0,49.0,40.0,116.0,212.0,112.0,176.0,194.0,190.0,59.0,186.0,291.0,16.0,32.0,41.0,110.0,329.0,367.0,165.0,55.0,21.0,37.0,129.0,18.0,170.0,249.0,58.0,231.0,151.0,288.0,286.0,268.0,0.0,52.0,210.0,1320.0
G_39,109.0,108.0,53.0,107.0,153.0,206.0,98.0,13.0,46.0,75.0,252.0,75.0,133.0,160.0,145.0,93.0,144.0,251.0,55.0,34.0,77.0,78.0,286.0,327.0,124.0,96.0,50.0,34.0,90.0,53.0,132.0,207.0,92.0,190.0,113.0,245.0,243.0,232.0,52.0,0.0,167.0,1360.0
G_40,77.0,72.0,131.0,70.0,37.0,57.0,91.0,171.0,199.0,112.0,413.0,112.0,62.0,39.0,38.0,254.0,33.0,92.0,214.0,188.0,233.0,114.0,127.0,168.0,51.0,252.0,210.0,190.0,93.0,217.0,50.0,54.0,248.0,41.0,75.0,97.0,87.0,72.0,210.0,167.0,0.0,1520.0
G_41,1460.0,1460.0,1400.0,1460.0,1500.0,1560.0,1440.0,1360.0,1340.0,1420.0,1120.0,1420.0,1480.0,1500.0,1500.0,1280.0,1500.0,1600.0,1320.0,1340.0,1300.0,1420.0,1640.0,1680.0,1480.0,1280.0,1320.0,1340.0,1440.0,1320.0,1480.0,1560.0,1280.0,1540.0,1460.0,1600.0,1600.0,1580.0,1320.0,1360.0,1520.0,0.0
