,G_base,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11,G_12,G_13,G_14,G_15,G_16,G_17,G_18,G_19,G_20,G_21,G_22,G_23,G_24,G_25,G_26,G_27,G_28,G_29,G_30,G_31,G_32,G_33,G_34,G_35,G_36,G_37,G_38,G_39,G_40,G_41
G_10,297.0,216.0,427.0,337.0,472.0,198.0,473.0,516.0,271.0,571.0,0.0,206.0,146.0,140.0,397.0,277.0,50.0,202.0,95.0,22.0,335.0,228.0,411.0,135.0,378.0,138.0,336.0,508.0,197.0,570.0,58.0,435.0,511.0,282.0,124.0,100.0,439.0,460.0,274.0,490.0,235.0,1740.0
G_11,115.0,41.0,257.0,154.0,290.0,15.0,291.0,330.0,98.0,389.0,206.0,0.0,81.0,79.0,209.0,91.0,192.0,21.0,272.0,199.0,157.0,44.0,240.0,75.0,196.0,82.0,159.0,332.0,26.0,390.0,155.0,253.0,332.0,92.0,97.0,271.0,254.0,273.0,99.0,310.0,59.0,1560.0
G_12,177.0,93.0,318.0,209.0,351.0,74.0,348.0,387.0,160.0,450.0,146.0,81.0,0.0,22.0,271.0,153.0,124.0,82.0,211.0,142.0,211.0,97.0,299.0,17.0,257.0,20.0,215.0,391.0,77.0,450.0,95.0,312.0,393.0,152.0,42.0,211.0,315.0,331.0,154.0,370.0,111.0,1620.0
G_13,171.0,92.0,314.0,212.0,348.0,75.0,346.0,391.0,156.0,453.0,140.0,79.0,22.0,0.0,274.0,152.0,124.0,78.0,212.0,134.0,209.0,102.0,293.0,13.0,258.0,19.0,214.0,388.0,76.0,448.0,92.0,313.0,386.0,154.0,35.0,206.0,316.0,333.0,150.0,370.0,114.0,1620.0
G_14,114.0,192.0,61.0,79.0,96.0,208.0,95.0,130.0,132.0,191.0,397.0,209.0,271.0,274.0,0.0,129.0,379.0,211.0,467.0,392.0,79.0,194.0,46.0,269.0,42.0,274.0,81.0,134.0,215.0,194.0,350.0,61.0,137.0,132.0,290.0,468.0,63.0,77.0,135.0,121.0,177.0,1360.0
G_15,33.0,72.0,174.0,77.0,205.0,87.0,211.0,247.0,17.0,307.0,277.0,91.0,153.0,152.0,129.0,0.0,262.0,92.0,350.0,277.0,73.0,77.0,158.0,149.0,118.0,153.0,72.0,247.0,96.0,307.0,229.0,172.0,248.0,14.0,170.0,347.0,170.0,190.0,18.0,232.0,58.0,1480.0
G_16,287.0,204.0,424.0,317.0,458.0,188.0,449.0,499.0,265.0,558.0,50.0,192.0,124.0,124.0,379.0,262.0,0.0,190.0,122.0,40.0,319.0,207.0,398.0,128.0,364.0,129.0,322.0,497.0,188.0,554.0,47.0,422.0,502.0,258.0,108.0,121.0,421.0,440.0,258.0,480.0,221.0,1720.0
G_17,107.0,36.0,256.0,159.0,288.0,16.0,293.0,329.0,91.0,387.0,202.0,21.0,82.0,78.0,211.0,92.0,190.0,0.0,273.0,198.0,153.0,47.0,237.0,74.0,200.0,80.0,152.0,325.0,23.0,387.0,156.0,255.0,331.0,100.0,92.0,270.0,257.0,270.0,96.0,316.0,62.0,1560.0
G_18,367.0,287.0,510.0,408.0,547.0,267.0,546.0,586.0,349.0,646.0,95.0,272.0,211.0,212.0,467.0,350.0,122.0,273.0,0.0,94.0,407.0,292.0,491.0,204.0,450.0,214.0,412.0,584.0,273.0,645.0,131.0,508.0,586.0,350.0,192.0,11.0,514.0,532.0,351.0,562.0,305.0,1820.0
G_19,295.0,216.0,433.0,328.0,473.0,197.0,464.0,515.0,273.0,573.0,22.0,199.0,142.0,134.0,392.0,277.0,40.0,198.0,94.0,0.0,333.0,221.0,411.0,135.0,377.0,143.0,336.0,511.0,198.0,570.0,57.0,434.0,514.0,271.0,119.0,93.0,440.0,455.0,274.0,494.0,233.0,1740.0
G_20,57.0,125.0,123.0,17.0,152.0,149.0,151.0,195.0,80.0,256.0,335.0,157.0,211.0,209.0,79.0,73.0,319.0,153.0,407.0,333.0,0.0,137.0,98.0,206.0,63.0,209.0,21.0,191.0,154.0,250.0,287.0,121.0,192.0,79.0,225.0,404.0,118.0,137.0,76.0,176.0,112.0,1420.0
G_21,100.0,20.0,239.0,136.0,271.0,39.0,272.0,312.0,83.0,367.0,228.0,44.0,97.0,102.0,194.0,77.0,207.0,47.0,292.0,221.0,137.0,0.0,224.0,95.0,171.0,103.0,140.0,311.0,45.0,370.0,177.0,236.0,312.0,80.0,121.0,291.0,236.0,258.0,86.0,292.0,40.0,1540.0
G_22,142.0,211.0,45.0,102.0,83.0,233.0,84.0,128.0,156.0,184.0,411.0,240.0,299.0,293.0,46.0,158.0,398.0,237.0,491.0,411.0,98.0,224.0,0.0,290.0,68.0,296.0,98.0,121.0,238.0,174.0,372.0,51.0,120.0,160.0,313.0,490.0,43.0,66.0,153.0,102.0,196.0,1340.0
G_23,168.0,87.0,310.0,209.0,345.0,68.0,348.0,388.0,151.0,446.0,135.0,75.0,17.0,13.0,269.0,149.0,128.0,74.0,204.0,135.0,206.0,95.0,290.0,0.0,252.0,14.0,211.0,385.0,73.0,446.0,88.0,310.0,384.0,151.0,31.0,205.0,313.0,333.0,151.0,363.0,106.0,1620.0
G_24,104.0,174.0,83.0,60.0,114.0,191.0,119.0,156.0,117.0,209.0,378.0,196.0,257.0,258.0,42.0,118.0,364.0,200.0,450.0,377.0,63.0,171.0,68.0,252.0,0.0,260.0,59.0,159.0,198.0,219.0,330.0,77.0,152.0,119.0,276.0,450.0,78.0,100.0,122.0,136.0,157.0,1380.0
G_25,175.0,93.0,318.0,217.0,350.0,77.0,350.0,391.0,160.0,453.0,138.0,82.0,20.0,19.0,274.0,153.0,129.0,80.0,214.0,143.0,209.0,103.0,296.0,14.0,260.0,0.0,220.0,393.0,73.0,453.0,93.0,318.0,392.0,159.0,40.0,211.0,315.0,340.0,155.0,370.0,115.0,1620.0
G_26,58.0,135.0,119.0,18.0,151.0,150.0,155.0,195.0,77.0,250.0,336.0,159.0,215.0,214.0,81.0,72.0,322.0,152.0,412.0,336.0,21.0,140.0,98.0,211.0,59.0,220.0,0.0,194.0,157.0,250.0,290.0,119.0,191.0,76.0,235.0,410.0,118.0,132.0,78.0,177.0,119.0,1420.0
G_27,226.0,308.0,94.0,197.0,53.0,326.0,61.0,22.0,245.0,76.0,508.0,332.0,391.0,388.0,134.0,247.0,497.0,325.0,584.0,511.0,191.0,311.0,121.0,385.0,159.0,393.0,194.0,0.0,335.0,70.0,466.0,100.0,21.0,257.0,407.0,585.0,103.0,80.0,250.0,43.0,291.0,1240.0
G_28,115.0,37.0,256.0,155.0,295.0,16.0,293.0,331.0,100.0,393.0,197.0,26.0,77.0,76.0,215.0,96.0,188.0,23.0,273.0,198.0,154.0,45.0,238.0,73.0,198.0,73.0,157.0,335.0,0.0,397.0,154.0,256.0,326.0,98.0,94.0,270.0,257.0,275.0,96.0,312.0,57.0,1560.0
G_29,287.0,367.0,153.0,254.0,112.0,384.0,117.0,84.0,306.0,22.0,570.0,390.0,450.0,448.0,194.0,307.0,554.0,387.0,645.0,570.0,250.0,370.0,174.0,446.0,219.0,453.0,250.0,70.0,397.0,0.0,528.0,157.0,82.0,312.0,467.0,646.0,157.0,135.0,311.0,102.0,350.0,1180.0
G_30,249.0,169.0,392.0,288.0,424.0,150.0,428.0,469.0,230.0,529.0,58.0,155.0,95.0,92.0,350.0,229.0,47.0,156.0,131.0,57.0,287.0,177.0,372.0,88.0,330.0,93.0,290.0,466.0,154.0,528.0,0.0,392.0,466.0,232.0,76.0,128.0,393.0,414.0,231.0,445.0,186.0,1700.0
G_31,156.0,229.0,20.0,122.0,57.0,246.0,60.0,95.0,174.0,152.0,435.0,253.0,312.0,313.0,61.0,172.0,422.0,255.0,508.0,434.0,121.0,236.0,51.0,310.0,77.0,318.0,119.0,100.0,256.0,157.0,392.0,0.0,99.0,174.0,332.0,509.0,30.0,37.0,177.0,80.0,212.0,1320.0
G_32,231.0,307.0,97.0,196.0,52.0,325.0,62.0,20.0,253.0,80.0,511.0,332.0,393.0,386.0,137.0,248.0,502.0,331.0,586.0,514.0,192.0,312.0,120.0,384.0,152.0,392.0,191.0,21.0,326.0,82.0,466.0,99.0,0.0,254.0,407.0,583.0,99.0,78.0,253.0,38.0,292.0,1240.0
G_33,41.0,76.0,179.0,73.0,213.0,92.0,207.0,255.0,25.0,312.0,282.0,92.0,152.0,154.0,132.0,14.0,258.0,100.0,350.0,271.0,79.0,80.0,160.0,151.0,119.0,159.0,76.0,257.0,98.0,312.0,232.0,174.0,254.0,0.0,171.0,348.0,178.0,187.0,19.0,233.0,57.0,1480.0
G_34,188.0,108.0,335.0,233.0,369.0,90.0,368.0,409.0,174.0,470.0,124.0,97.0,42.0,35.0,290.0,170.0,108.0,92.0,192.0,119.0,225.0,121.0,313.0,31.0,276.0,40.0,235.0,407.0,94.0,467.0,76.0,332.0,407.0,171.0,0.0,189.0,336.0,349.0,172.0,390.0,132.0,1640.0
G_35,364.0,285.0,510.0,405.0,544.0,267.0,543.0,587.0,350.0,647.0,100.0,271.0,211.0,206.0,468.0,347.0,121.0,270.0,11.0,93.0,404.0,291.0,490.0,205.0,450.0,211.0,410.0,585.0,270.0,646.0,128.0,509.0,583.0,348.0,189.0,0.0,512.0,529.0,348.0,564.0,306.0,1820.0
G_36,162.0,237.0,30.0,118.0,60.0,251.0,66.0,100.0,182.0,159.0,439.0,254.0,315.0,316.0,63.0,170.0,421.0,257.0,514.0,440.0,118.0,236.0,43.0,313.0,78.0,315.0,118.0,103.0,257.0,157.0,393.0,30.0,99.0,178.0,336.0,512.0,0.0,45.0,182.0,82.0,219.0,1320.0
G_37,172.0,251.0,41.0,135.0,37.0,265.0,43.0,80.0,197.0,137.0,460.0,273.0,331.0,333.0,77.0,190.0,440.0,270.0,532.0,455.0,137.0,258.0,66.0,333.0,100.0,340.0,132.0,80.0,275.0,135.0,414.0,37.0,78.0,187.0,349.0,529.0,45.0,0.0,196.0,66.0,237.0,1300.0
G_38,39.0,74.0,177.0,81.0,212.0,95.0,209.0,254.0,17.0,311.0,274.0,99.0,154.0,150.0,135.0,18.0,258.0,96.0,351.0,274.0,76.0,86.0,153.0,151.0,122.0,155.0,78.0,250.0,96.0,311.0,231.0,177.0,253.0,19.0,172.0,348.0,182.0,196.0,0.0,237.0,58.0,1480.0
G_39,218.0,288.0,82.0,175.0,38.0,307.0,43.0,41.0,238.0,99.0,490.0,310.0,370.0,370.0,121.0,232.0,480.0,316.0,562.0,494.0,176.0,292.0,102.0,363.0,136.0,370.0,177.0,43.0,312.0,102.0,445.0,80.0,38.0,233.0,390.0,564.0,82.0,66.0,237.0,0.0,266.0,1260.0
G_40,78.0,31.0,215.0,112.0,251.0,53.0,251.0,295.0,59.0,351.0,235.0,59.0,111.0,114.0,177.0,58.0,221.0,62.0,305.0,233.0,112.0,40.0,196.0,106.0,157.0,115.0,119.0,291.0,57.0,350.0,186.0,212.0,292.0,57.0,132.0,306.0,219.0,237.0,58.0,266.0,0.0,1520.0
G_41,1460.0,1540.0,1320.0,1420.0,1280.0,1560.0,1280.0,1240.0,1480.0,1180.0,1740.0,1560.0,1620.0,1620.0,1360.0,1480.0,1720.0,1560.0,1820.0,1740.0,1420.0,1540.0,1340.0,1620.0,1380.0,1620.0,1420.0,1240.0,1560.0,1180.0,1700.0,1320.0,1240.0,1480.0,1640.0,1820.0,1320.0,1300.0,1480.0,1260.0,1520.0,0.0
